match	teamNumber	role	coralPickup	algaePickup	algaeKnocking	underShallowCage	teleopPoints	autoPoints	driverAbility	feeds	defends	coralPickups	algaePickups	coralDrops	algaeDrops	coralL1	coralL2	coralL3	coralL4	processorScores	netScores	netFails	activeAuton	endgame	scouter	notes
Q1	21	OFFENSE	STATION	NONE	FALSE	FALSE	27	3	3	0	0	6	1	3	1	0	0	0	3	0	0	0	TRUE	DEEP		James Sanders; driver had difficulty lining up coral for intake and score. Slow cycle times.
Q1	79	OFFENSE	STATION	REEF	TRUE	FALSE	33	0	4	0	0	5	2	1	1	0	1	3	0	1	0	0	FALSE	DEEP		Did fairly well at scoring coral and excelled at removing the algae. Their auto did fail though but it attempted to score a coral at l4. They can climb deep cage quickly. Good team to watch. - Angel
Q1	86	OFFENSE	STATION	NONE	FALSE	FALSE	18	3	3	0	0	11	0	5	0	1	2	2	0	0	0	0	TRUE	PARKED		Dropped a lot of L4 coral
Q1	86	OFFENSE	STATION	NONE	FALSE	FALSE	17	3	5	0	0	11	0	5	0	2	1	2	0	0	0	0	TRUE	PARKED		Xander Jones
Q1	4118	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED
Q1	4118	IMMOBILE	NONE	NONE	FALSE	FALSE	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	TRUE	NOT_ATTEMPTED		Remained stationary most of the match
Q1	8324	FEEDER	GROUND	NONE	TRUE	FALSE	27	3	2	0	0	9	0	4	0	0	0	0	5	0	0	0	TRUE	PARKED		Scored coral at L4 consistently; dropped coral on accident a lot and was slow
Q1	8841	OFFENSE	STATION	REEF	TRUE	FALSE	30	17	3	0	0	11	1	2	0	1	1	1	5	1	0	0	TRUE	NOT_ATTEMPTED		Dropped pieces that seemed to be securely in thr intake. Implies a rough tower driver.
Q1	8841	OFFENSE	STATION	REEF	TRUE	FALSE	31	10	3	0	0	9	1	2	0	1	0	2	4	1	0	0	TRUE	NOT_ATTEMPTED		3627 - Pretty good job!
Q2	179	OFFENSE	GROUND	REEF	TRUE	FALSE	20	0	3	0	0	5	0	1	0	0	0	2	2	0	0	0	FALSE	PARKED		Robot's auto worked as intended but did not perform as intended due to coral station mishaps; started working very efficiently; but when their elevator got stuck; they tried in a latch ditch effort; ramming it repeatedly into the reef. Then parked. - Angel
Q2	801	OFFENSE	STATION	REEF	TRUE	FALSE	49	17	5	0	0	13	3	0	2	0	5	4	4	1	0	0	TRUE	PARKED		Xander Jones
Q2	2152	OFFENSE	STATION	REEF	TRUE	FALSE	4	0	3	0	0	3	0	1	0	0	0	1	0	0	0	0	FALSE	NOT_ATTEMPTED
Q2	3627	IMMOBILE	NONE	NONE	FALSE	FALSE	0	3	1	0	0	1	1	1	1	0	0	0	0	0	0	0	TRUE	NOT_ATTEMPTED		Mostly disable
Q2	3627	DEFENSE	NONE	NONE	FALSE	FALSE	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED
Q2	5145	OFFENSE	NONE	GROUND	FALSE	FALSE	14	0	2	0	0	1	6	1	4	0	0	0	0	2	0	0	FALSE	PARKED		Hasini- only scored algae into the processor but was not consistent with it and wasn't able to have a solid grip on the algae
Q2	8057	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Bumper fell and they were stuck
Q3	744	DEFENSE	NONE	NONE	FALSE	TRUE	2	0	3	0	30	1	0	1	0	0	0	0	0	0	0	0	FALSE	PARKED		Rosaleigh- played defense pretty well
Q3	744	OFFENSE	NONE	NONE	FALSE	FALSE	9	3	3	0	0	3	0	0	0	1	0	1	1	0	0	0	TRUE	NOT_ATTEMPTED
Q3	744	DEFENSE	NONE	NONE	FALSE	TRUE	2	3	4	0	16	1	0	0	0	0	0	0	0	0	0	0	TRUE	PARKED
Q3	5842	OFFENSE	STATION	REEF	TRUE	FALSE	22	10	5	0	0	10	2	3	2	1	0	2	3	0	0	0	TRUE	PARKED		James Sanders; there was a defending robot and they juked them very well many times.
Q3	8817	OFFENSE	STATION	REEF	FALSE	FALSE	9	3	3	0	0	2	1	1	0	0	0	0	1	0	1	0	TRUE	NOT_ATTEMPTED		Xander Jones
Q3	9030	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		No show
Q3	10017	OFFENSE	STATION	NONE	FALSE	FALSE	2	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	FALSE	PARKED		Auto moved from starting; did near nothing but parking.. - Angel
Q3	10650	OFFENSE	STATION	NONE	FALSE	FALSE	4	0	3	0	0	2	0	0	0	2	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED
Q3	10650	OFFENSE	STATION	NONE	FALSE	FALSE	8	0	2	0	4	6	0	2	0	4	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Was trying to do it's best
Q4	233	FEEDER	STATION	BOTH	FALSE	TRUE	33	3	3	0	0	3	4	0	0	0	0	0	3	0	4	0	TRUE	PARKED
Q4	233	OFFENSE	STATION	REEF	FALSE	FALSE	47	3	5	0	0	15	1	2	1	0	5	5	3	0	0	0	TRUE	PARKED		Xander Jones
Q4	3932	OFFENSE	STATION	NONE	FALSE	FALSE	41	3	3	0	0	8	1	2	0	1	2	0	3	1	0	0	TRUE	DEEP		James Sanders; coral stuck in base at beginning
Q4	6322	OFFENSE	NONE	GROUND	FALSE	TRUE	4	3	3	0	2	3	0	1	0	1	0	0	0	0	0	0	TRUE	PARKED		Struggled to score algae so they transitioned to offense
Q4	6722	OFFENSE	STATION	REEF	TRUE	FALSE	26	0	4	0	0	6	3	2	1	2	0	0	2	2	0	0	FALSE	NOT_ATTEMPTED		Almost fell over. -Coy
Q4	6722	OFFENSE	STATION	REEF	TRUE	FALSE	24	0	4	0	0	6	3	3	1	1	0	0	2	2	0	0	FALSE	NOT_ATTEMPTED
Q4	9300	OFFENSE	STATION	NONE	FALSE	FALSE	2	0	1	0	0	3	0	2	0	0	0	0	0	0	0	0	FALSE	PARKED		Managed to get multiple corals stuck on their robot while scoring no corals; auto only went forward; and managed to get penalties. - Angel
Q4	10323	OFFENSE	NONE	GROUND	FALSE	FALSE	48	3	5	0	0	1	6	0	0	0	0	0	0	6	0	0	TRUE	DEEP
Q4	10323	FEEDER	NONE	GROUND	FALSE	FALSE	48	3	4	0	0	1	6	1	0	0	0	0	0	6	0	0	TRUE	DEEP		Good strategy
Q5	1744	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		No show
Q5	1902	OFFENSE	GROUND	REEF	TRUE	FALSE	36	3	4	0	0	12	0	0	0	3	4	4	0	0	0	0	TRUE	PARKED		Very interesting ground coral intake; it's very efficient. - 3627
Q5	1902	OFFENSE	GROUND	REEF	TRUE	FALSE	43	3	5	0	0	16	2	2	2	5	5	4	0	0	0	0	TRUE	PARKED		Xander Jones
Q5	4562	DEFENSE	NONE	NONE	FALSE	FALSE	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		very unreponsive
Q5	4562	IMMOBILE	NONE	NONE	FALSE	FALSE	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	TRUE	NOT_ATTEMPTED
Q5	4562	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Moved to opponent side; became immobile and then caused multiple large fowls at end game for touching while other team was in bardge.
Q5	6473	OFFENSE	STATION	REEF	TRUE	FALSE	20	0	3	0	0	10	1	4	1	1	4	1	0	0	0	0	FALSE	PARKED		James Sanders; janky arm system using pvc and it fell out lots.
Q5	7403	DEFENSE	STATION	NONE	FALSE	FALSE	10	10	3	0	1	4	0	0	0	0	0	0	3	0	0	0	TRUE	NOT_ATTEMPTED		They were really slow with it ngl
Q5	7403	OFFENSE	STATION	NONE	FALSE	FALSE	17	10	3	0	0	4	0	0	0	0	0	0	4	0	0	0	TRUE	PARKED		Auto scored a coral on l4; subpar performance; scored multiple corals on l4 and parked. - Angel
Q5	8775	OFFENSE	STATION	NONE	FALSE	FALSE	4	0	3	0	0	3	0	1	0	1	0	0	0	0	0	0	FALSE	PARKED
Q5	8775	DEFENSE	STATION	NONE	FALSE	TRUE	8	0	2	0	2	3	0	0	0	3	0	0	0	0	0	0	FALSE	PARKED
Q5	8775	OFFENSE	STATION	NONE	FALSE	FALSE	6	0	1	0	0	3	0	1	0	2	0	0	0	0	0	0	FALSE	PARKED		Struggled to line up coral to score. -Coy
Q6	59	FEEDER	BOTH	GROUND	FALSE	TRUE	25	9	3	0	0	4	1	0	0	2	1	1	0	1	0	0	TRUE	DEEP
Q6	59	FEEDER	BOTH	GROUND	FALSE	FALSE	34	3	3	0	0	5	5	0	4	2	1	1	1	1	0	0	TRUE	DEEP
Q6	180	OFFENSE	BOTH	REEF	TRUE	FALSE	29	17	4	0	0	20	2	9	2	3	2	3	3	0	0	0	TRUE	NOT_ATTEMPTED		Fast af. Dropped a lot on L1. Had a very sharp L4
Q6	180	OFFENSE	BOTH	REEF	TRUE	FALSE	30	10	4	0	0	15	2	3	2	6	2	3	1	0	0	0	TRUE	NOT_ATTEMPTED
Q6	1592	OFFENSE	STATION	NONE	FALSE	FALSE	32	10	4	0	0	7	0	0	0	2	1	2	2	0	0	0	TRUE	DEEP		James Sanders; good cycle times but issues loading coral.
Q6	8753	DEFENSE	STATION	NONE	FALSE	FALSE	0	3	2	0	1	2	0	1	0	0	0	0	0	0	0	0	TRUE	FAILED_SHALLOW		Spent the whole time trying to get coral from the station and failing for the most part
Q6	8753	OFFENSE	STATION	NONE	FALSE	FALSE	7	6	1	0	0	2	0	0	0	1	0	0	1	0	0	0	TRUE	PARKED		They scored two coral; one in autonomous on l1(on accident) ; and one in teleop on l4; heavily struggled to adapt to failing at the coral station. - Angel
Q6	8791	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		(3627) Driver skill unknown - robot remained disconnected all match
Q6	8791	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Xander Jones
Q6	10335	OFFENSE	STATION	NONE	FALSE	FALSE	6	0	2	0	0	10	0	8	0	2	0	0	0	0	0	0	FALSE	PARKED
Q6	10335	OFFENSE	STATION	NONE	FALSE	FALSE	6	0	1	0	0	8	0	6	0	2	0	0	0	0	0	0	FALSE	PARKED		Dropped a lot of coral. -Coy
Q7	386	FEEDER	STATION	GROUND	FALSE	FALSE	8	3	3	0	0	2	2	2	1	0	0	0	0	1	0	0	TRUE	PARKED
Q7	386	OFFENSE	STATION	GROUND	FALSE	FALSE	26	10	5	0	0	11	1	6	0	0	0	0	5	1	0	0	TRUE	FAILED_DEEP		Xander Jones
Q7	386	OFFENSE	STATION	NONE	FALSE	FALSE	7	10	3	0	0	4	0	2	0	0	0	0	2	0	0	0	TRUE	PARKED
Q7	386	DEFENSE	STATION	GROUND	FALSE	FALSE	21	10	3	0	0	7	1	2	0	1	0	0	4	0	1	0	TRUE	FAILED_DEEP
Q7	4091	OFFENSE	STATION	NONE	FALSE	FALSE	9	0	3	0	0	5	0	3	0	0	0	1	1	0	0	0	FALSE	NOT_ATTEMPTED
Q7	4091	OFFENSE	STATION	NONE	FALSE	FALSE	4	0	2	0	0	3	0	2	0	0	0	1	0	0	0	0	FALSE	NOT_ATTEMPTED		Very top heavy; almost fell over several times. Stop moving in the last bit of the match. -Coy
Q7	5472	OFFENSE	STATION	REEF	TRUE	FALSE	46	14	4	0	0	10	1	0	1	0	3	2	5	0	0	0	TRUE	DEEP		Deep cage climb took a while; about 40 sec; decent intake success. (Allison)
Q7	5472	DEFENSE	NONE	NONE	FALSE	FALSE	2	10	2	0	0	1	0	0	0	0	0	0	1	0	0	0	TRUE	PARKED		good auto but no tele op points
Q7	7431	FEEDER	GROUND	NONE	FALSE	FALSE	22	3	4	0	0	4	1	1	0	1	0	2	0	0	0	0	TRUE	DEEP
Q7	7431	OFFENSE	NONE	NONE	FALSE	TRUE	2	0	4	0	2	1	0	1	0	0	0	0	0	0	0	0	FALSE	PARKED		Played offensive this round; and pretty good at it. Auto goes into other alliances area.
Q8	1557	OFFENSE	NONE	REEF	TRUE	FALSE	32	0	4	0	1	1	6	1	1	0	0	0	0	5	0	0	FALSE	PARKED		Algae bot. -Coy
Q8	1557	OFFENSE	NONE	REEF	TRUE	FALSE	32	0	4	0	0	1	6	1	1	0	0	0	0	5	0	0	FALSE	PARKED
Q8	2797	OFFENSE	STATION	NONE	FALSE	FALSE	18	3	4	0	0	5	0	1	0	0	1	2	1	0	0	0	TRUE	PARKED		Carried their part with coral and parked good. - Angel
Q8	4024	IMMOBILE	NONE	NONE	FALSE	FALSE	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	TRUE	NOT_ATTEMPTED
Q8	4024	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Slightly moved but couldn't continue.
Q8	5816	OFFENSE	NONE	NONE	FALSE	FALSE	2	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	TRUE	PARKED		Xander Jones
Q8	9670	OFFENSE	STATION	GROUND	FALSE	FALSE	14	0	3	0	0	2	4	2	2	0	0	0	0	2	0	0	FALSE	PARKED		James Sanders; coral stuck once in processor.
Q8	10211	OFFENSE	NONE	NONE	FALSE	FALSE	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	FALSE	FAILED_SHALLOW		Tried to grab algae a from the ground a lot; wasn't able to.
Q8	10211	FEEDER	NONE	NONE	FALSE	TRUE	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	TRUE	FAILED_DEEP		Drove around very confused; then feed algae to other teams so that they could score in the processor. Tugged on the deep cag3 until time was up.
Q8	10211	OFFENSE	NONE	NONE	FALSE	FALSE	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	TRUE	FAILED_DEEP
Q9	86	OFFENSE	STATION	NONE	FALSE	FALSE	31	17	5	0	0	9	0	0	0	0	2	2	5	0	0	0	TRUE	PARKED
Q9	86	DEFENSE	STATION	NONE	TRUE	FALSE	23	10	4	0	0	6	0	0	0	0	0	2	4	0	0	0	TRUE	FAILED_DEEP
Q9	86	OFFENSE	STATION	NONE	TRUE	FALSE	31	17	5	0	0	10	0	1	0	0	2	2	5	0	0	0	TRUE	PARKED
Q9	233	OFFENSE	STATION	GROUND	TRUE	FALSE	43	10	5	0	0	11	1	0	0	1	4	4	2	1	0	0	TRUE	PARKED		Xander Jones
Q9	431	OFFENSE	NONE	GROUND	FALSE	FALSE	12	0	1	0	0	1	2	1	0	0	0	0	0	2	0	0	FALSE	NOT_ATTEMPTED		Coral unironically fell out of the intake; but it at least scored one algae. - Angel
Q9	4013	DEFENSE	NONE	NONE	FALSE	FALSE	2	3	3	0	2	1	0	0	0	0	0	0	0	0	0	0	TRUE	PARKED		very good D
Q9	4013	DEFENSE	NONE	NONE	FALSE	FALSE	0	3	4	0	6	1	0	1	0	0	0	0	0	0	0	0	TRUE	FAILED_SHALLOW		Good driving
Q9	10017	OFFENSE	STATION	GROUND	FALSE	FALSE	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	FALSE	PARKED		Couldn't pick up coral and elevator broke
Q9	10017	FEEDER	STATION	GROUND	FALSE	FALSE	12	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	FALSE	SHALLOW
Q10	744	OFFENSE	NONE	NONE	FALSE	FALSE	0	0	3	0	4	1	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED
Q10	744	DEFENSE	NONE	NONE	TRUE	FALSE	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		They blocked the coral intakes after clearing the algae from the reef
Q10	744	DEFENSE	NONE	NONE	FALSE	FALSE	0	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	TRUE	NOT_ATTEMPTED
Q10	801	OFFENSE	STATION	NONE	FALSE	FALSE	22	17	5	0	0	10	0	1	0	1	2	1	4	0	0	0	TRUE	NOT_ATTEMPTED		Hasini- had good speed and consistent scoring on the reef
Q10	3627	FEEDER	STATION	REEF	TRUE	FALSE	27	10	3	0	0	6	2	0	0	1	0	2	3	2	0	0	TRUE	NOT_ATTEMPTED		Coral got stuck in robot and tried getting it out and didn't park
Q10	3627	FEEDER	STATION	NONE	FALSE	FALSE	23	3	5	0	0	7	1	1	0	1	5	0	0	1	0	0	TRUE	NOT_ATTEMPTED
Q10	3932	OFFENSE	STATION	NONE	FALSE	FALSE	29	3	4	0	0	9	0	3	0	0	0	1	5	0	0	0	TRUE	NOT_ATTEMPTED		James Sanders; robot disabled after scoring coral.
Q10	4118	OFFENSE	STATION	REEF	TRUE	FALSE	30	0	4	0	0	6	3	1	1	0	0	2	2	2	0	0	FALSE	NOT_ATTEMPTED		Really good work not getting I the way of his teammates while scoring coral and processing algae. - Angel
Q10	6473	OFFENSE	STATION	NONE	FALSE	FALSE	5	3	4	0	0	5	1	3	1	1	1	0	0	0	0	0	TRUE	NOT_ATTEMPTED		Xander Jones
Q11	21	OFFENSE	STATION	NONE	FALSE	FALSE	10	3	5	0	0	7	0	5	0	0	0	0	2	0	0	0	TRUE	FAILED_DEEP		Xander Jones
Q11	1592	OFFENSE	STATION	REEF	TRUE	FALSE	63	10	5	0	0	7	4	0	0	0	0	3	4	4	0	0	TRUE	DEEP		Swift and efficient work of scoring algae while scoring coral simultaneously. True mastery of the game with an auto that scores a coral on l4 no; and no time wasted a dream team. - Angel
Q11	1592	OFFENSE	BOTH	GROUND	FALSE	FALSE	26	3	3	0	0	2	1	0	0	0	1	0	1	1	0	0	TRUE	DEEP
Q11	4562	IMMOBILE	NONE	NONE	FALSE	FALSE	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	FALSE	PARKED
Q11	4562	IMMOBILE	NONE	NONE	FALSE	FALSE	6	0	1	0	0	1	2	0	2	0	0	0	0	0	0	0	FALSE	SHALLOW		Tried to pick up algea but failed many times.
Q11	7403	OFFENSE	STATION	NONE	TRUE	FALSE	22	10	3	0	0	6	1	0	1	1	1	0	4	0	0	0	TRUE	PARKED		James Sanders; knocked algae off in auto.
Q11	8817	OFFENSE	STATION	REEF	TRUE	FALSE	57	0	5	0	0	7	4	1	0	0	0	3	3	4	0	0	FALSE	SHALLOW
Q11	8817	OFFENSE	NONE	BOTH	TRUE	FALSE	19	0	3	0	0	1	3	0	0	0	0	0	1	1	2	0	FALSE	NOT_ATTEMPTED		Hasini- only scored algae; stopped working halfway through the match
Q11	10323	FEEDER	NONE	GROUND	FALSE	FALSE	48	3	5	0	0	1	6	0	0	0	0	0	0	6	0	0	TRUE	DEEP
Q11	10323	FEEDER	NONE	GROUND	FALSE	TRUE	36	0	5	0	1	1	6	1	0	0	0	0	0	6	0	0	FALSE	FAILED_DEEP		Played offense in order to get more algae; big algae scorer and can almost climb deep
Q12	179	OFFENSE	BOTH	NONE	FALSE	FALSE	66	3	5	0	2	11	0	0	0	0	0	1	10	0	0	0	TRUE	DEEP
Q12	179	OFFENSE	GROUND	NONE	TRUE	FALSE	77	10	5	0	0	16	1	2	1	0	0	0	14	0	0	0	TRUE	DEEP		Had very good management and cleared the L4. Deep climbed last second
Q12	4091	OFFENSE	NONE	NONE	FALSE	FALSE	2	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	TRUE	PARKED		Xander Jones
Q12	4091	IMMOBILE	NONE	NONE	FALSE	FALSE	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	FALSE	PARKED		(3627) Robot was mostly immobile; but the driver was savvy enough to coax it over into the barge parking area before the match ended.
Q12	5472	OFFENSE	STATION	NONE	FALSE	FALSE	36	6	4	0	0	7	0	0	0	1	0	1	5	0	0	0	TRUE	DEEP		Speedy work of scoring coral until they went to the cage 20 (or more) seconds early overall we'll performance would recommend for them to not pull out so early - Angel
Q12	5472	OFFENSE	STATION	BOTH	FALSE	FALSE	7	6	2	0	1	2	0	0	0	1	0	0	1	0	0	0	TRUE	PARKED
Q12	5842	OFFENSE	STATION	BOTH	TRUE	FALSE	10	10	3	0	0	1	6	0	1	0	0	0	1	0	2	3	TRUE	PARKED		Hasini- scores in barge but not very consistently and parked in endgame
Q12	5842	OFFENSE	STATION	BOTH	TRUE	FALSE	10	10	4	0	0	1	6	0	2	0	0	0	1	0	2	2	TRUE	PARKED
Q12	7431	DEFENSE	NONE	NONE	FALSE	TRUE	2	0	4	0	6	1	0	1	0	0	0	0	0	0	0	0	FALSE	PARKED		James Sanders; really good fast defense robot.
Q12	8791	IMMOBILE	NONE	NONE	FALSE	FALSE	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	TRUE	NOT_ATTEMPTED		DNA
Q12	8791	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Left
Q13	59	OFFENSE	BOTH	NONE	FALSE	FALSE	56	10	5	0	0	13	0	1	0	0	3	5	4	0	0	0	TRUE	DEEP
Q13	59	OFFENSE	GROUND	NONE	TRUE	FALSE	54	10	5	0	0	15	0	2	0	0	5	3	5	0	0	0	TRUE	DEEP		Worked on putting coral on reef in sections and worked quickly
Q13	1523	IMMOBILE	NONE	NONE	FALSE	FALSE	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	FALSE	PARKED		Kyle- they just sat under the barge the whole time and attempted one l4 at the start
Q13	1523	IMMOBILE	NONE	NONE	FALSE	FALSE	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	FALSE	PARKED
Q13	4024	DEFENSE	NONE	NONE	FALSE	TRUE	2	0	3	0	10	0	1	0	1	0	0	0	0	0	0	0	FALSE	PARKED		Swerved I front of multiple robots blocking them from collecting coral but not scoring or helping his team score wise causing them to ultimately lose the match. No auto as well. - Angel
Q13	4024	OFFENSE	NONE	NONE	FALSE	FALSE	0	3	4	0	0	1	0	1	0	0	0	0	0	0	0	0	TRUE	NOT_ATTEMPTED		Drove and blocked other team the whole time.
Q13	5145	FEEDER	GROUND	GROUND	FALSE	FALSE	8	0	2	0	0	1	1	1	0	0	0	0	0	1	0	0	FALSE	PARKED		Algae scorer but their scorer broke
Q13	5145	FEEDER	BOTH	GROUND	FALSE	FALSE	20	3	3	0	0	2	2	1	1	1	0	0	0	1	0	0	TRUE	DEEP
Q13	8775	OFFENSE	STATION	NONE	FALSE	FALSE	4	0	2	0	0	2	0	1	0	1	0	0	0	0	0	0	FALSE	PARKED		James Sanders; it shoots algae causing penalty.
Q13	9030	OFFENSE	NONE	GROUND	FALSE	FALSE	18	0	3	0	0	1	3	1	0	0	0	0	0	3	0	0	FALSE	NOT_ATTEMPTED		Xander Jones; broke at the end of the match
Q14	431	OFFENSE	STATION	GROUND	FALSE	FALSE	12	0	3	0	0	1	2	1	0	0	0	0	0	2	0	0	FALSE	NOT_ATTEMPTED
Q14	431	OFFENSE	NONE	GROUND	FALSE	FALSE	12	0	4	0	0	1	3	1	1	0	0	0	0	2	0	0	FALSE	NOT_ATTEMPTED		Kyle- robot only scored algae In processor. RSL turned completely off in the last minute and the robot didn't move
Q14	1902	FEEDER	GROUND	REEF	TRUE	FALSE	55	0	5	0	0	16	0	2	0	3	7	4	0	0	0	0	FALSE	DEEP		Ability to clear algae and score coral at the same time. Very well designed deep climb and is efficient. Great coral scoring ability
Q14	1902	FEEDER	GROUND	REEF	TRUE	FALSE	37	3	3	0	0	10	0	1	0	3	5	1	0	0	0	0	TRUE	DEEP
Q14	5816	OFFENSE	GROUND	NONE	FALSE	FALSE	2	6	4	0	0	2	0	1	0	1	0	0	0	0	0	0	TRUE	PARKED		Xander Jones
Q14	8753	OFFENSE	STATION	NONE	FALSE	FALSE	12	3	3	0	0	2	0	1	0	0	0	0	0	0	0	0	TRUE	DEEP		They tried to get some coral on; then stopped ;ovomg to get ready to deep climb.
